File,Description
Config3551,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3552,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3561,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3562,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3571,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3572,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3581,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3582,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3591,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3592,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3601,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3602,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3611,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3612,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3621,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3622,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3631,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3632,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3641,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3642,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3651,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3652,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3661,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3662,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3671,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3672,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3681,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3682,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3691,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3692,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3701,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3702,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3711,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3712,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3721,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3722,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3731,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3732,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3741,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3742,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3751,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3752,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3761,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3762,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3771,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3772,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3781,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3782,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3791,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3792,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3801,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3802,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3811,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3812,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3821,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3822,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3831,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3832,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3841,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3842,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3851,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3852,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3861,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3862,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3871,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3872,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3881,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3882,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3891,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3892,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3901,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3902,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3911,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3912,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3921,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3922,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3931,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3932,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3941,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3942,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3951,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3952,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.25s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3961,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3962,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3971,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3972,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3981,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3982,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3991,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3992,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4001,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4002,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4011,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4012,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4021,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4022,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4031,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4032,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4041,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4042,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4051,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4052,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4061,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4062,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4071,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4072,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4081,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4082,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4091,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4092,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4101,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4102,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4111,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4112,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4121,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4122,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4131,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4132,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4141,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4142,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4151,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4152,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4161,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4162,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4171,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4172,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4181,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4182,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4191,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4192,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4201,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4202,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4211,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4212,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4221,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4222,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4231,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4232,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4241,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4242,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4251,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4252,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4261,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4262,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4271,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4272,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4281,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4282,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4291,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4292,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4301,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4302,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4311,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4312,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4321,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4322,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4331,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4332,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4341,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4342,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4351,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4352,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4361,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4362,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4371,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4372,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4381,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4382,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4391,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4392,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4401,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4402,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4411,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4412,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4421,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4422,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4431,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
